search_query,name,price,stars,rating_count,feature_bullets,images,variant_data,url
ipad,"2025 Apple iPad, (11-inch, Wi-Fi, 128GB) Silver (Renewed Premium)",0.0,4.6,91,"This pre-owned product is not Apple certified, but has been professionally inspected, tested and cleaned by Amazon-qualified suppliers. There will be no visible cosmetic imperfections when held at an arm’s length. There will be no visible cosmetic imperfections when held at an arm’s length. This product will have a battery which exceeds 80% capacity relative to new. Accessories will not be original, but will be compatible and fully functional. Product may come in generic Box. This product is eligible for a replacement or refund within 365 days of receipt if you are not satisfied.",https://m.media-amazon.com/images/I/515bENrrk-L._AC_SL1500_.jpg,"B0F76MTKYK: 128GB, Wi-Fi, Silver | B0FG8MM8HB: 128GB, Wi-Fi + Cellular, Pink | B0FG9GRGJB: 128GB, Wi-Fi + Cellular, Yellow | B0F7J5XGR6: 128GB, Wi-Fi, Blue | B0FG8PR8JC: 128GB, Wi-Fi + Cellular, Silver | B0FG9KMMTW: 256GB, Wi-Fi + Cellular, Blue | B0FG8HLRZY: 128GB, Wi-Fi + Cellular, Blue",https://www.amazon.com/Apple-11-inch-Silver-Renewed-Premium/dp/B0F76MTKYK/ref=vo_sr_l_dp
ipad,"Apple iPad 9.7-inch Retina Display with WIFI, 32GB, Touch ID, 2017 Mode - Space Gray (Renewed)",0.0,4.4,25285,"Renewed products look and work like new. These pre-owned products have been inspected and tested by Amazon-qualified suppliers, which typically perform a full diagnostic test, replacement of any defective parts, and a thorough cleaning process. Packaging and accessories may be generic. All products on Amazon Renewed come with a minimum 90-day supplier-backed warranty. 9.7-inch Retina display, wide color and true tone A9 third-generation chip with 64-bit architecture M9 motion coprocessor","https://m.media-amazon.com/images/I/61eT9rYxfSL._AC_SL1200_.jpg, https://m.media-amazon.com/images/I/61KIP27lOPL._AC_SL1184_.jpg, https://m.media-amazon.com/images/I/21iwwO8YJ+L._AC_.jpg, https://m.media-amazon.com/images/I/616hLZ+rBLL._AC_SL1161_.jpg","B074PXWK5J: Silver, 128 GB | B07BKBB4N5: Space Gray Renewed, 128 GB | B07F93611L: Space Grey, 32 GB | B074PWW6NS: Black, 32 GB | B074PXZNDT: Gold, 128 GB | B078J5K6MD: Space Gray, 32 GB | B079SJXFHR: Gold, 32 GB | B078J5RGN4: Silver, 32 GB | B074PXS24F: Space Gray, 128 GB",https://www.amazon.com/Apple-9-7-inch-Retina-Display-Refurbished/dp/B07F93611L/ref=cs_sr_dp_1
ipad,"Apple iPad with WiFi, 128GB, Space Gray (2018 Model) (Renewed)",0.0,4.4,11955,"9.7"" Multi-Touch Retina Display 2048 x 1536 Screen Resolution (264 ppi) Apple A10 Fusion SoC and M10 Coprocessor 4G LTE | 802.11ac Wi-Fi | Bluetooth 4.10 Front 1.2MP FaceTime HD Camera Rear 8MP Camera Apple Pencil Support Night Shift | Touch ID Sensor","https://m.media-amazon.com/images/I/61eT9rYxfSL._AC_SL1200_.jpg, https://m.media-amazon.com/images/I/61KIP27lOPL._AC_SL1184_.jpg, https://m.media-amazon.com/images/I/21iwwO8YJ+L._AC_.jpg, https://m.media-amazon.com/images/I/616hLZ+rBLL._AC_SL1161_.jpg","B07GHLNFBV: 32GB, Wi-Fi + Cellular, Gold | B07G9MSGML: 32GB, Wi-Fi + Cellular, Silver | B07H9G19TJ: 128GB, Wi-Fi + Cellular, Silver | B07HRYDNLZ: 128GB, Wi-Fi + Cellular, Space Gray | B07G9QNT6P: 32GB, Wi-Fi, Space Gray | B07G9N7J3S: 32GB, Wi-Fi, Gold | B07SVD2MBM: 32GB, Wi-Fi + Cellular, Space Gray",https://www.amazon.com/Apple-MacBook-1-8GHz-13-inch-Renewed/dp/B07HRYDNLZ/ref=cs_sr_dp_1
ipad,"Apple iPad 9.7-inch Retina Display with WIFI, 32GB, Touch ID, 2017 Mode - Space Gray (Renewed)",0.0,4.4,25285,"Renewed products look and work like new. These pre-owned products have been inspected and tested by Amazon-qualified suppliers, which typically perform a full diagnostic test, replacement of any defective parts, and a thorough cleaning process. Packaging and accessories may be generic. All products on Amazon Renewed come with a minimum 90-day supplier-backed warranty. 9.7-inch Retina display, wide color and true tone A9 third-generation chip with 64-bit architecture M9 motion coprocessor","https://m.media-amazon.com/images/I/61eT9rYxfSL._AC_SL1200_.jpg, https://m.media-amazon.com/images/I/61KIP27lOPL._AC_SL1184_.jpg, https://m.media-amazon.com/images/I/21iwwO8YJ+L._AC_.jpg, https://m.media-amazon.com/images/I/616hLZ+rBLL._AC_SL1161_.jpg","B074PXWK5J: Silver, 128 GB | B07BKBB4N5: Space Gray Renewed, 128 GB | B07F93611L: Space Grey, 32 GB | B074PWW6NS: Black, 32 GB | B074PXZNDT: Gold, 128 GB | B078J5K6MD: Space Gray, 32 GB | B079SJXFHR: Gold, 32 GB | B078J5RGN4: Silver, 32 GB | B074PXS24F: Space Gray, 128 GB",https://www.amazon.com/Apple-9-7-inch-Retina-Display-Refurbished/dp/B07F93611L/ref=sr_1_14_so_TABLET_COMPUTER
ipad,"Apple 2020 iPad Air (10.9-inch, Wi-Fi, 64GB) - Silver (Renewed)",0.0,4.3,4818,"Stunning 10.9-inch Liquid Retina display with True Tone and P3 wide color A14 Bionic chip with Neural Engine Touch ID for secure authentication and Apple Pay 12MP back camera, 7MP FaceTime HD front camera Support for Magic Keyboard, Smart Keyboard Folio, and Apple Pencil (2nd Generation)","https://m.media-amazon.com/images/I/71WztrZ39uL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71NtowZt9PL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71UPPkOKo1L._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/81uYfooJwdL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/711YX-Yqb9L._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/81lcxxGgBiL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/719ZlPJap5L._AC_SL1500_.jpg","B08SZ4X379: Green, 256GB, WiFi | B08TRNVCV8: Rose Gold, 256GB, Wi-FI + Cellular | B08RSCFBML: Sky Blue, 64 GB, WiFi + Cellular | B097Z8D329: Green, 256GB, Wi-FI + Cellular | B08NQ1S3BY: Space Gray, 64 GB, WiFi + Cellular | B08R7PN4LG: Rose Gold, 64 GB, Wi-FI + Cellular | B08ZNKZSJ6: Silver, 64 GB, WiFi + Cellular | B08NPH29YG: Space Gray, 64 GB, WiFi | B08MSN18V8: Rose Gold, 64 GB, WiFi | B08R24F37Z: Silver, 256GB, Wi-FI + Cellular | B08MFRQF5C: Silver, 64 GB, WiFi | B08MDNM284: Space Gray, 256GB, WiFi | B08TX75ML9: Sky Blue, 256GB, WiFi + Cellular | B08NPTD73S: Green, 64 GB, WiFi | B08P6TVN58: Sky Blue, 64 GB, WiFi | B08PF8HCDJ: Green, 64 GB, Wi-FI + Cellular | B08NGFCLMW: Rose Gold, 256GB, WiFi | B08S78PLRG: Silver, 256GB, WiFi | B08N6T81FB: Gray, 256GB, Wi-FI + Cellular | B08NTTLSF3: Sky Blue, 256GB, WiFi",https://www.amazon.com/Apple-iPad-10-9-inch-Wi-Fi-64GB/dp/B08MFRQF5C/ref=cs_sr_dp_5
macbook pro M1,"Apple 2020 MacBook Pro with M1 Chip, 13-inch, 8GB RAM, 256GB SSD, Silver (Renewed)",0.0,4.3,2012,"Apple-designed M1 chip for a giant leap in CPU, GPU, and machine learning performance Get more done with up to 20 hours of battery life, the longest ever in a Mac 8-core CPU delivers up to 2.8x faster performance to fly through workflows quicker than ever 8-core GPU with up to 5x faster graphics for graphics-intensive apps and games 16-core Neural Engine for advanced machine learning 8GB of unified memory so everything you do is fast and fluid Superfast SSD storage launches apps and opens files in an instant Active cooling system sustains incredible performance 13.3-inch Retina display with 500 nits of brightness for vibrant colors and incredible image detail FaceTime HD camera with advanced image signal processor for clearer, sharper video calls","https://m.media-amazon.com/images/I/71gD8WdSlaL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/81AkdxBCVpL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/91xkiFp-lzL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71Bh8LMhLTL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71Z4vYGB3EL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71nRj-fGoZL._AC_SL1500_.jpg","B08T9XM1S7: 8GB | 512GB, Space Gray | B09V1YH55B: 8GB | 1TB, Space Gray | B0F8LJ82GH: 16GB | 2TB, Silver | B08PNJKKGH: 8GB | 512GB, Silver | B09TRZL5TS: 16GB | 256GB, Silver | B0BX76STGD: 16GB | 2TB, Space Gray | B09TNDT7YY: 16GB | 1TB, Space Gray | B08T886WD4: 8GB | 256GB, Silver | B09V3FY3NR: 16GB | 256GB, Space Gray | B09TN8R5Y5: 16GB | 512GB, Space Gray | B08PPZMDPK: 8GB | 256GB, Space Gray | B09TPLC5QR: 16GB | 1TB, Silver | B09V39CGXX: 16GB | 512GB, Silver",https://www.amazon.com/MacBook-Apple-chip-Memory-256GB/dp/B08T886WD4/ref=cs_sr_dp_1
gaming mouse,"SteelSeries Rival 5 Gaming Mouse with PrismSync RGB Lighting and 9 Programmable Buttons – FPS, MOBA, MMO, Battle Royale – 18,000 CPI TrueMove Air Optical Sensor - Black",0.0,4.3,1431,"Perfect for all Battle Royale, FPS, MOBA, MMO, and other fast-paced games. TrueMove Air precision optical gaming sensor with true 1-to-1 tracking. Ergonomic 9-button programmable layout with 5 quick action side buttons. 85g competitive lightweight and extra durable. Next-gen Golden Micro IP54 Switches.","https://m.media-amazon.com/images/I/613nRs57xAL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71GK8GcYCPL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/714UjfdJOTL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/81wC1CPL73L._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71t16I9fl7L._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71IDMFL0cIL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/81k54+R8hFL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71veC+Mx0tS._AC_SL1500_.jpg",{},https://www.amazon.com/SteelSeries-PrismSync-Lighting-Programmable-Buttons/dp/B093LSMKL3/ref=sr_1_16
gaming mouse,Razer DeathAdder Essential Gaming Mouse: 6400 DPI Optical Sensor - 5 Programmable Buttons - Mechanical Switches - Rubber Side Grips - Classic Black,0.0,4.5,14938,"HIGH-PRECISION 6,400 DPI OPTICAL SENSOR — Offers on-the-fly sensitivity adjustment through dedicated DPI buttons (reprogrammable) for gaming and creative work DURABLE MECHANICAL SWITCHES — Supports up to 10 million clicks, backed by a 2 year warranty RIDGED, RUBBERIZED SCROLL WHEEL FOR MAXIMUM ACCURACY — Small, tactile bumps increases grip and allows for more controlled scrolling in high-stakes gaming situations 5 PROGRAMMABLE BUTTONS — Allows for button remapping and assignment of complex macro functions through Razer Synapse #1 SELLING PC GAMING PERIPHERALS BRAND IN THE U.S. — Source — Circana, Retail Tracking Service, U.S., Dollar Sales, Gaming Designed Mice, Keyboards, and PC Headsets, Jan. 2019- Dec. 2023 combined","https://m.media-amazon.com/images/I/8189uwDnMkL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61Vbk62PIjS._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61V3921F10S._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/612ydhRz3XS._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71VkGcn9VZL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/81QPJeREYXL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/91T7sbFJLzL._AC_SL1500_.jpg",B094PS5RZQ: Classic Black | B094Q1GJSD: Mercury White,https://www.amazon.com/Razer-DeathAdder-Essential-Gaming-Mouse/dp/B094PS5RZQ/ref=sr_1_7
gaming mouse,"Redragon M612 Predator RGB Gaming Mouse, 8000 DPI Wired Optical Mouse with 11 Programmable Buttons & 5 Backlit Modes, Software Supports DIY Keybinds Rapid Fire Button",0.0,,9633,"Pentakill, 5 DPI Levels - Geared with 5 redefinable DPI levels (default as: 500/1000/2000/3000/4000), easy to switch between different game needs. Dedicated demand of DPI options between 500-8000 is also available to be processed by software. Any Button is Reassignable - 11 programmable buttons are all editable with customizable tactical keybinds in whatever game or work you are engaging. 1 rapid fire + 2 side macro buttons offer you a better gaming and working experience. Comfort Grip with Details - The skin-friendly frosted coating is the main comfort grip of the mouse surface, which offers you the most enjoyable fingerprint-free tactility. The left side equipped with rubber texture strengthened the friction and made the mouse easier to control. 5 Decent Backlit Modes - Turn the backlit on and make some kills in your gaming battlefield. The hyped dynamic RGB backlit vibe will never let you down when decorating your gaming space, it would be better with other Redragon accessories with lights on. Fatigue Killer with Ergonomic Design - Solid frame with a streamlined and general claw-grip design offers a satisfying and comfortable gaming experience with less fatigue even though after hours of use.","https://m.media-amazon.com/images/I/61vF4LdktpL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/81IdTC0SK3L._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61o90uHiKEL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61IIJf3OeTL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71W6He9o14L._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71UjmlGDXaL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71HfcnEHkRL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/7126wl40uvL._AC_SL1500_.jpg","B08SJ5Z8JL: Black, Wired | B0CY1PYYNS: Black, Wireless | B0FCL4X5ZB: Anime Version, Wireless | B0D2WSN8JJ: Gray, Wireless | B0D4TJ2SY5: White, Wireless | B0C6KP9M6V: White, Wired | B0D2W7NV97: Gray, Wired",https://www.amazon.com/Redragon-M612-Predator-Programmable-Software/dp/B08SJ5Z8JL/ref=sr_1_5
gaming mouse,"Redragon M810 Pro Wireless Gaming Mouse, 10000 DPI Wired/Wireless Gamer Mouse w/Rapid Fire Key, 8 Macro Buttons, 45-Hour Reliable Power Capacity and RGB Backlit for PC/Mac/Laptop",0.0,4.5,3834,"Wireless for Boundless Winning - Cables truly will affect your detailed battle reaction, Redragon M810 pro wireless gaming mouse with 2.4Ghz nano receiver offers you the purest mouse moving experience and hype your KDA rise again. Adjustable DPI to 10000 - Geared with 5 on-board DPI levels (500/1000/2000/3000/10000) which allow your mouse movements to be registered to each pinpoint location. 5 DPI levels are free to DIY with software, for gamers to switch swiftly in game. Easy Keybinding with Macro - All 8 programmable buttons are all editable with customizable tactical keybinds in whatever game or work you are engaging. 1 rapid fire + 2 side macro buttons offer you a better gaming and working experience. Ultra Long-lasting Core - Equipped with the PAW3325 Optical Pixart sensor, the mouse consumption is further optimized with 1000Hz Polling Rate in dual mode. Rechargeable battery keeps the mouse working up to 45 hours at maximum (eco-mode). Adjustable True Color - With Redragon Pro driver, DIY endless style like dynamic streaming, breathing, waving. The game closely linked with various lighting modes makes your room full of competitive vibe.","https://m.media-amazon.com/images/I/51UCF1KOnKL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71ZplZKFgwL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71aB1NU3ZlL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/81USeo22LjL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71iASpsZCkL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61YBsir9wwL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61ftcrBZFvL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61QFv0v0iUL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71rroFH30dL._AC_SL1500_.jpg","B0C6CSJHZ9: White, M991 | B09NDJJJKQ: Black, M991 | B09ZY348SY: Black, M810 PRO | B0C592ZYJ3: White, M810 PRO | B0FDJP471W: Black, M810 PRO MAX",https://www.amazon.com/Redragon-M810-Wireless-Buttons-Capacity/dp/B09ZY348SY/ref=sr_1_15
gaming mouse,"Logitech G305 LIGHTSPEED Wireless Gaming Mouse, Hero 12K Sensor, 12,000 DPI, Lightweight, 6 Programmable Buttons, 250h Battery Life, On-Board Memory, PC/Mac - Black",0.0,4.6,36176,"Lightweight design: Thanks to an efficient mechanical design, the Logitech G305 gaming mouse weighs in at only 99 grams for high maneuverability LIGHTSPEED Wireless: Ultra-fast LIGHTSPEED Wireless technology gives you a lag-free gaming experience. The G305 gamer mouse delivers incredible responsiveness with a super-fast 1ms report rate for competition-level performance This wireless gaming mouse features a compact, portable design with convenient built-in storage for included USB wireless receiver. Max. speed: > 400 IPS HERO Gaming Sensor: Next-gen HERO mouse sensor delivers up to 10x the power efficiency over other gaming mice with exceptional accuracy and responsiveness thanks to 400 IPS precision and up to 12,000 DPI sensitivity Ultra-Long Battery Life: This wireless mouse delivers 250 hours of continuous gameplay on a single AA battery so you can play at peak performance without worrying about running out of power","https://m.media-amazon.com/images/I/51sg9BLSMTL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71Cpox+pYmL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61A3HlkJOOL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61Kzf6Vhg-L._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61TR4SeQwKL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71sgb2uR2qL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61-xufjHfWL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/61SZUYogyaL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/614+GHCC1wL._AC_SL1500_.jpg","B07CMS5Q6P: Black, Mouse | B086PDW7BB: Blue, Mouse | B07CMS5Q6N: White, Mouse | B0BWLNSRFR: Mint, Mouse + Headset | B0D8MXS85S: Blue, Mouse + Keyboard | B0D8NBT42Q: Mint, Mouse + Keyboard | B0CJDQ7T9L: Black, Mouse + Gaming Mic | B08SYJ32T3: Mint, Mouse | B0CJDS8KSW: Mint, Mouse + Gaming Mic | B09YJ527WN: White, Mouse + Headset | B0CJDN8M37: Blue, Mouse + Gaming Mic | B0CJDMBCY7: Lilac, Mouse + Gaming Mic | B0D8N2B4XS: Black, Mouse + Keyboard | B0D8MWH7Y9: White, Mouse + Keyboard | B09YJ84DHT: Blue, Mouse + Headset | B0CJDMBCY2: White, Mouse + Gaming Mic | B0D8N71TJS: Lilac, Mouse + Keyboard | B086PJKVVT: Lilac, Mouse",https://www.amazon.com/Logitech-LIGHTSPEED-Wireless-Gaming-Mouse/dp/B07CMS5Q6P/ref=sr_1_1
gaming mouse,Razer Basilisk V3 X HyperSpeed Customizable Wireless Gaming Mouse: Mechanical Switches Gen-2-5G Advanced 18K Optical Sensor - Chroma RGB 9 Programmable Controls 535 Hr Battery Classic Black,0.0,4.4,1539,"ICONIC ERGONOMIC FORM WITH 9 CUSTOMIZABLE CONTROLS — Favored by millions worldwide, the mouse’s signature shape perfectly supports different grips, while its numerous easy-access buttons allow for an endless combination of commands and macros RAZER HYPERSPEED WIRELESS AND BLUETOOTH — Unleash seamless, low-latency performance that's faster than other wireless tech or switch to Bluetooth for longer hours of gaming. Outfitted with multi-device support for a streamlined setup UP TO 285 HOURS OF BATTERY LIFE — With up to 535 hours on Bluetooth and 285 hours on Razer HyperSpeed Wireless, last longer in the heat of battle with a mouse designed to play the long game. May vary depending on usage conditions RAZER 5G ADVANCED 18K OPTICAL SENSOR — Tailor the mouse to the playstyle with a new, robust set of sensitivity settings. Enjoy responsive, pixel-precise aim with an ultra-reliable sensor that tracks movement with zero spinouts RAZER MECHANICAL MOUSE SWITCHES GEN-2 — With new gold-plated contact points, the switches are less prone to degrading and have a longer lifespan of up to 60-million clicks, so gamers can enjoy crisp execution that’s just as consistent POWERED BY RAZER CHROMA RGBL: Customize from 16.8 million colors and countless lighting effects, and experience greater immersion as the mouse reacts dynamically with hundreds of Chroma-integrated games PC GAMING PERIPHERALS BRAND IN THE U.S. — Source — Circana, Retail Tracking Service, U.S., Dollar Sales, Gaming Designed Mice, Keyboards, and PC Headsets, Jan. 2019- Dec. 2023 combined OPTIMIZE MOUSE ACCURACY — Improve accuracy by disabling the ""Enhance pointer precision"" option in the Windows mouse settings, and further optimize performance using the Razer Synapse App","https://m.media-amazon.com/images/I/71jvxQ6NoqL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/81fePr0GW3L._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71BOZmTGP8L._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/818PBpRrX1L._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71WKG77zZYL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71Za+3pwUYL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/81hzwVkL37L._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71b93wg6eyL._AC_SL1500_.jpg",{},https://www.amazon.com/Razer-Basilisk-HyperSpeed-Customizable-Wireless/dp/B0BXBC26X8/ref=sr_1_12
gaming mouse,"acer Wired Gaming Mouse, 12,800 DPI RGB Ergonomic Computer Mouse with Optical Sensor, 8 Programmable Buttons, 12 Backlit Modes, Software for DIY Keybinds, Rapid Fire, USB Gaming Mice for Laptop, PC",0.0,4.5,449,"【Adjustable DPI Switching for Any Scenario】Unlock elite 12,800 DPI via software and instantly cycle between 4 presets (default: 1200/2400/3200/6400) on this USB mouse for laptop & PC. Aim with sniper precision at 1200 DPI, glide through browsing or work at 2400–3200, and dominate fast-paced battles at 6400. Need lightning flicks on a 4K screen? Crank it to 12,800 for pro-level control. 📌Note: Download the driver via the “Installation Manual” or the link in the “User Manual.” 【8 Reassignable Programmable Buttons】A versatile computer mouse tailored for FPS, MOBA, and productivity tasks. Use the driver software to remap buttons, assign complex macros, fine-tune DPI, and personalize RGB effects. Whether you're executing skill combos, editing timelines, or speeding through spreadsheets, every click works your way. 📌Note: After customizing, remember to click the red ""√"" icon to save your setting, otherwise changes will be lost. 【12 RGB Lighting Effects】Own your battlefield with this pc gaming mouse for computer, featuring 12 dynamic modes like breathing, ripple, neon stream, and comet. Tap the lighting button to cycle effects or hold it for 3 seconds to toggle lights. Sync with music or customize every effect via driver to keep your setup alive and ready for war. 📌Note: Hold the DPI button for 3 seconds to toggle lights. 【Performance Meets Comfort】Engineered for serious gamers, this laptop mouse offers ultra-responsive tracking with 1000Hz polling, 20G acceleration, and 7000 FPS scanning. Onboard memory saves your custom DPI, RGB, and button settings. Its ABS shell, 3ft cable, and smooth glide on wood or cloth pads keep you locked in for every clutch moment. 【Broad Device Support】The wired gaming mouse utilizes a USB-A connection to provide effortless, driver-free compatibility with most desktops and laptops. Compatible across Windows, Linux, and macOS platforms—works seamlessly via USB-A ports or USB-C adapters, perfect for gaming sessions, productivity, and everyday tasks.","https://m.media-amazon.com/images/I/71dqFRpCx2L._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/81GDnXKOhXL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/713vBx-CuUL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71hfqTh9KgL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/81vS63eYKFL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/81fbISVlJwL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/81PKe-DLzUL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/719oBjolj-L._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71QW1mkOLKL._AC_SL1500_.jpg",{},https://www.amazon.com/acer-Ergonomic-Computer-Programmable-Software/dp/B0FCMHJBMW/ref=sr_1_13
gaming mouse,"acer Wired Gaming Mouse, 12,800 DPI RGB Ergonomic Computer Mouse with Optical Sensor, 8 Programmable Buttons, 12 Backlit Modes, Software for DIY Keybinds, Rapid Fire, USB Gaming Mice for Laptop, PC",0.0,4.5,449,"【Adjustable DPI Switching for Any Scenario】Unlock elite 12,800 DPI via software and instantly cycle between 4 presets (default: 1200/2400/3200/6400) on this USB mouse for laptop & PC. Aim with sniper precision at 1200 DPI, glide through browsing or work at 2400–3200, and dominate fast-paced battles at 6400. Need lightning flicks on a 4K screen? Crank it to 12,800 for pro-level control. 📌Note: Download the driver via the “Installation Manual” or the link in the “User Manual.” 【8 Reassignable Programmable Buttons】A versatile computer mouse tailored for FPS, MOBA, and productivity tasks. Use the driver software to remap buttons, assign complex macros, fine-tune DPI, and personalize RGB effects. Whether you're executing skill combos, editing timelines, or speeding through spreadsheets, every click works your way. 📌Note: After customizing, remember to click the red ""√"" icon to save your setting, otherwise changes will be lost. 【12 RGB Lighting Effects】Own your battlefield with this pc gaming mouse for computer, featuring 12 dynamic modes like breathing, ripple, neon stream, and comet. Tap the lighting button to cycle effects or hold it for 3 seconds to toggle lights. Sync with music or customize every effect via driver to keep your setup alive and ready for war. 📌Note: Hold the DPI button for 3 seconds to toggle lights. 【Performance Meets Comfort】Engineered for serious gamers, this laptop mouse offers ultra-responsive tracking with 1000Hz polling, 20G acceleration, and 7000 FPS scanning. Onboard memory saves your custom DPI, RGB, and button settings. Its ABS shell, 3ft cable, and smooth glide on wood or cloth pads keep you locked in for every clutch moment. 【Broad Device Support】The wired gaming mouse utilizes a USB-A connection to provide effortless, driver-free compatibility with most desktops and laptops. Compatible across Windows, Linux, and macOS platforms—works seamlessly via USB-A ports or USB-C adapters, perfect for gaming sessions, productivity, and everyday tasks.","https://m.media-amazon.com/images/I/71dqFRpCx2L._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/81GDnXKOhXL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/713vBx-CuUL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71hfqTh9KgL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/81vS63eYKFL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/81fbISVlJwL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/81PKe-DLzUL._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/719oBjolj-L._AC_SL1500_.jpg, https://m.media-amazon.com/images/I/71QW1mkOLKL._AC_SL1500_.jpg",{},https://www.amazon.com/acer-Ergonomic-Computer-Programmable-Software/dp/B0FCMHJBMW/ref=sr_1_13_so_INPUT_MOUSE
